,Battid,Discharged_ID,Charged_ID,Reduced_Cell_Formula,Type,Spacegroup,Average_Voltage,Capacity_Grav,Capacity_Vol,Specific_E_Wh/kg,E Density Wh/l,Stability Charge,Stability Discharge,P_vol,Sn_vol,As_vol,N_vol,V_vol,Mo_vol,Mn_vol,Ni_vol,Bi_vol,Te_vol,Fe_vol,Ti_vol,Nb_vol,S_vol,Ge_vol,F_vol,Ta_vol,Sb_vol,Cr_vol,Si_vol,Co_vol,Mg_vol,W_vol,Sr_vol,Se_vol,Pr_vol,Ba_vol,O_vol,Cu_vol,P_vol_dis,Sn_vol_dis,As_vol_dis,N_vol_dis,V_vol_dis,Mo_vol_dis,Mn_vol_dis,Ni_vol_dis,Bi_vol_dis,Te_vol_dis,Fe_vol_dis,Ti_vol_dis,Nb_vol_dis,S_vol_dis,Ge_vol_dis,F_vol_dis,Ta_vol_dis,Sb_vol_dis,Cr_vol_dis,Si_vol_dis,Co_vol_dis,Mg_vol_dis,W_vol_dis,Sr_vol_dis,Se_vol_dis,Pr_vol_dis,Ba_vol_dis,O_vol_dis,Cu_vol_dis,helvol,geomvol,helvol_dis,geomvol_dis,energy,energy_per_atom,volume,formation_energy_per_atom,nsites,band_gap,density,total_magnetization,elasticity,energy_dis,energy_per_atom_dis,volume_dis,formation_energy_per_atom_dis,nsites_dis,band_gap_dis,density_dis,total_magnetization_dis,elasticity_dis,elneg_r2.0,diselneg_r2.0,elneg_r2.25,diselneg_r2.25,elneg_r2.5,diselneg_r2.5,elneg_r2.75,diselneg_r2.75,elneg_r3.0,diselneg_r3.0,elneg_r3.25,diselneg_r3.25,elneg_r3.5,diselneg_r3.5,elneg_r3.75,diselneg_r3.75,elneg_r4.0,diselneg_r4.0,elneg_r4.25,diselneg_r4.25,elneg_r4.5,diselneg_r4.5,elneg_r4.75,diselneg_r4.75,elneg_r5.0,diselneg_r5.0,elneg_r5.25,diselneg_r5.25,elneg_r5.5,diselneg_r5.5,elneg_r5.75,diselneg_r5.75,elneg_r6.0,diselneg_r6.0,elneg_r6.25,diselneg_r6.25,elneg_r6.5,diselneg_r6.5,elneg_r6.75,diselneg_r6.75,elneg_r7.0,diselneg_r7.0,elneg_r7.25,diselneg_r7.25,elneg_r7.5,diselneg_r7.5,elneg_r7.75,diselneg_r7.75,elneg_r8.0,diselneg_r8.0,elneg_r8.25,diselneg_r8.25,elneg_r8.5,diselneg_r8.5,elneg_r8.75,diselneg_r8.75,elneg_r9.0,diselneg_r9.0,elneg_r9.25,diselneg_r9.25,elneg_r9.5,diselneg_r9.5,elneg_r9.75,diselneg_r9.75,elneg_r10.0,diselneg_r10.0,elneg_r10.25,diselneg_r10.25,elneg_r10.5,diselneg_r10.5,elneg_r10.75,diselneg_r10.75,elneg_r11.0,diselneg_r11.0,elneg_r11.25,diselneg_r11.25,elneg_r11.5,diselneg_r11.5,elneg_r11.75,diselneg_r11.75,elneg_r12.0,diselneg_r12.0,elneg_r12.25,diselneg_r12.25,elneg_r12.5,diselneg_r12.5,elneg_r12.75,diselneg_r12.75,elneg_r13.0,diselneg_r13.0,elneg_r13.25,diselneg_r13.25,elneg_r13.5,diselneg_r13.5,elneg_r13.75,diselneg_r13.75,elneg_r14.0,diselneg_r14.0,elneg_r14.25,diselneg_r14.25,elneg_r14.5,diselneg_r14.5,elneg_r14.75,diselneg_r14.75,elneg_r15.0,diselneg_r15.0
163,mvc-1200008926,mp-1043837,mp-1043703,MgTiSb(PO4)3,intercalation,R3c,1.88,112,393,211,740,0.0,0.08,12.75186323695919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.250621078986397,0.0,0.0,0.0,0.0,0.0,4.250621078986397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.00745294783676,0.0,13.20994668431806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.403315561439353,0.0,0.0,0.0,0.0,0.0,4.403315561439353,0.0,0.0,0.0,4.403315561439353,0.0,0.0,0.0,0.0,0.0,52.83978673727224,0.0,1461.237,450.114,1546.5410000000004,420.49300000000005,-260.50663562,-7.236295433888887,454.2031957723787,None,36,1.213,3.5012638720079745,0.0,3.5012638720079745,-249.80678604,-7.347258412941175,470.51947535086333,None,34,2.1986,3.2082974589910878,0.0,3.2082974589910878,1.7e-05,0.029517,0.023827,0.11323699999999999,0.334756,0.355813,0.436275,0.269742,0.062323,0.142745,0.090277,0.265866,0.231827,0.304323,0.40387199999999995,0.059646000000000005,0.311502,0.302411,0.304709,0.442799,0.191005,0.283314,0.111948,0.15901700000000002,0.263682,0.187631,0.23725100000000002,0.22508000000000003,0.08071,0.22116999999999998,0.055148,0.051389,0.12676300000000001,0.012048999999999999,0.19174000000000002,0.132199,0.09523200000000001,0.050714999999999996,0.03453,0.187382,0.041472,0.06519900000000001,0.092783,0.003106,0.099761,0.054155999999999996,0.06015499999999999,0.00224,0.004292,0.057321000000000004,2.8000000000000003e-05,0.021915,0.032010000000000004,1.7e-05,0.081638,0.0,0.000465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,mvc-1200008320,mp-1040910,mp-1043067,MgCo4(CuO4)3,intercalation,Im3,2.93,83,496,244,1452,0.06,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.611004809096023,0.0,0.0,0.0,0.0,0.0,0.0,64.83301442728806,16.208253606822016,0.0,0.0,0.0,0.0,26.912711029264536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.82542205852907,0.0,155.292,166.239,651.023,436.269,-274.02475644,-7.611798789999999,445.88596024203423,-2.3214316441666654,36,0.9116000000000002,3.706569439357605,1.0001905,3.706569439357605,-102.83195728,-5.412208277894738,185.0908847290807,-0.9890130571052635,19,0.0,5.5476360546178425,8.7541328,5.5476360546178425,0.0,0.08570599999999999,0.000674,0.05417999999999999,0.426834,0.127563,1.588416,0.331993,0.151929,0.254537,0.166127,0.101588,0.22083899999999998,0.12316300000000001,0.389648,0.169346,0.155852,0.075056,0.151936,0.047423,0.618811,0.037656999999999996,0.007628,0.200236,0.064192,0.265293,0.018981,0.192942,1.2e-05,0.077424,0.004717,0.12604200000000002,0.032958999999999995,0.183028,0.00044500000000000003,0.141586,0.0,0.123803,0.0,0.098598,0.0,0.025088,0.0,0.138761,0.0,0.23361500000000002,0.0,0.186424,0.0,0.113975,0.0,0.016049,0.0,0.05525700000000001,0.0,0.065624,0.0,0.06905599999999999,0.0,0.07355,0.0,0.013288,0.0,0.044952,0.0,0.014478,0.0,0.020208,0.0,0.058227,0.0,0.021825999999999998,0.0,0.00528,0.0,0.008924,0.0,0.000145,0.0,5e-06,0.0,0.003667,0.0,0.011262000000000001,0.0,0.0031739999999999997,0.0,3e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,mvc-1200008322,mp-1043121,mvc-12083,MgMn4(CuO4)3,intercalation,Im3,2.72,86,450,232,1222,0.05,0.08,0.0,0.0,0.0,0.0,0.0,0.0,20.77224497069985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.31673491209956,15.579183728024885,0.0,0.0,0.0,0.0,0.0,0.0,20.091427771606586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0228569429016465,0.0,0.0,0.0,0.0,0.0,60.274283314819755,15.068570828704939,166.437,180.084,184.96,186.186,-127.02948675,-6.3514743375,199.08988278338487,-1.6207411759420005,20,0.0,5.226985129229209,14.8233046,5.226985129229209,-119.96403595,-6.313896628947369,192.56464602849488,-1.418616193623158,19,0.0,5.1945176643355495,12.8690289,5.1945176643355495,0.0,2e-06,0.000463,0.014434,0.323237,0.398994,1.527026,1.578665,0.293065,0.28263699999999997,0.19902,0.191047,0.14172,0.14521099999999998,0.412605,0.330075,0.179982,0.181288,0.07052,0.229125,0.746136,0.392764,0.043845,0.13904,0.01525,0.010896,0.024613,0.071271,7.7e-05,0.0009289999999999999,0.000399,7.900000000000001e-05,0.020087,0.021886000000000003,0.001955,0.011645,0.0,1.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,mvc-1200007843,mvc-12083,mp-1042629,Mg0 –1BiMoO5,intercalation,Pcab,3.12,131,806,409,2518,0.22,0.08,0.0,0.0,0.0,0.0,0.0,6.573080626965896,0.0,0.0,6.573080626965896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.86540313482948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.77224497069985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.31673491209956,15.579183728024885,4249.528,1199.874,166.437,180.084,-119.96403595,-6.313896628947369,192.56464602849488,-1.418616193623158,19,0.0,5.1945176643355495,12.8690289,5.1945176643355495,-348.41707787,-6.221733533392857,1217.0853293933749,None,56,0.006299999999999972,4.201318375557934,0.0,4.201318375557934,0.018193,0.0,0.040074,0.000463,0.017318,0.323237,0.058267,1.527026,0.124172,0.293065,0.153303,0.19902,0.145153,0.14172,0.078636,0.412605,0.164931,0.179982,0.168598,0.07052,0.12550899999999998,0.746136,0.11931800000000001,0.043845,0.138658,0.01525,0.25078,0.024613,0.134363,7.7e-05,0.202639,0.000399,0.214772,0.020087,0.189633,0.001955,0.151617,0.0,0.14873699999999998,0.0,0.117296,0.0,0.146013,0.0,0.260948,0.0,0.072804,0.0,0.096536,0.0,0.181178,0.0,0.191675,0.0,0.136831,0.0,0.05714299999999999,0.0,0.010901000000000001,0.0,0.009992000000000001,0.0,0.042262,0.0,0.024809,0.0,0.006927,0.0,1.4000000000000001e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,mvc-1200000078,mvc-78,mvc-11244,Mg0 –0.5CoS2,intercalation,Fd3m,1.42,198,755,281,1072,0.1,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.656766353141705,0.0,0.0,0.0,0.0,0.0,0.0,19.828383176570853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.95078786322013,0.0,0.0,0.0,0.0,0.0,0.0,16.975393931610068,8.487696965805034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.782,166.241,294.033,227.781,-73.27964897,-5.234260640714285,235.63517972631882,-0.9939752430357152,14,0.7116999999999996,3.8115011625856,1.5e-06,3.8115011625856,-64.42994418,-5.3691620150000015,201.7310218579186,-0.6895515443750012,12,0.0,4.05195468307417,0.00017795,4.05195468307417,0.071036,0.017981,1.215173,1.017298,0.040143,0.297689,0.017009,0.088162,0.8114520000000001,0.6426109999999999,0.61735,0.043525,0.07611799999999999,0.47016899999999995,0.048748,0.030435000000000004,0.248257,0.253542,0.101786,0.27000799999999997,0.204663,0.236804,0.005128,0.035226,0.0,1.7e-05,0.004175,8e-06,0.368008,0.036877999999999994,0.094419,0.333971,0.00047599999999999997,0.068621,0.0,0.024831,0.0,0.030083,0.0,0.047303,0.0,0.000367,0.0,0.0,0.0033840000000000003,7.7e-05,0.069888,0.030662000000000002,0.002787,0.023697,0.0,3.5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,mvc-1200006914,mvc-11244,mvc-13696,Mg0 –0.5NiO2,intercalation,Ibmm,3.6,261,1254,939,4519,0.27,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.43984833052389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.87969666104778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.656766353141705,0.0,0.0,0.0,0.0,0.0,0.0,19.828383176570853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.561,116.689,182.782,166.241,-64.42994418,-5.3691620150000015,201.7310218579186,-0.6895515443750012,12,0.0,4.05195468307417,0.00017795,4.05195468307417,-52.85688322,-4.404740268333334,131.40669942132914,-0.3768903058333339,12,0.0,4.584178413632504,0.99999995,4.584178413632504,2e-06,0.071036,0.020991,1.215173,0.868368,0.040143,1.002551,0.017009,0.217008,0.8114520000000001,0.184897,0.61735,0.44424300000000005,0.07611799999999999,0.282853,0.048748,0.080898,0.248257,0.000239,0.101786,0.049055,0.204663,0.544371,0.005128,0.090349,0.0,0.038147,0.004175,0.063831,0.368008,0.002082,0.094419,0.0,0.00047599999999999997,1.2e-05,0.0,0.023225,0.0,0.086261,0.0,0.000618,0.0,0.0,0.0,0.0,0.0033840000000000003,0.0,0.069888,0.0,0.002787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,mvc-1200003281,mvc-13696,mp-1046704,Mg0 –1VPO5,intercalation,P1,2.4,288,991,692,2382,0.01,0.08,10.889120400462751,0.0,0.0,0.0,10.889120400462751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.445602002313755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.43984833052389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.87969666104778,0.0,189.88,164.928,80.561,116.689,-52.85688322,-4.404740268333334,131.40669942132914,-0.3768903058333339,12,0.0,4.584178413632504,0.99999995,4.584178413632504,-103.04904908,-7.360646362857143,183.66956434011016,-2.5062735711989794,14,1.9767,2.9276666830639817,0.0,2.9276666830639817,1e-06,2e-06,0.009678,0.020991,0.502458,0.868368,0.5783659999999999,1.002551,0.1282,0.217008,0.255884,0.184897,0.4691,0.44424300000000005,0.41809399999999997,0.282853,0.31137800000000004,0.080898,0.311197,0.000239,0.315761,0.049055,0.26982399999999995,0.544371,0.184165,0.090349,0.095458,0.038147,0.016266,0.063831,4e-05,0.002082,0.0039380000000000005,0.0,0.082324,1.2e-05,0.047636000000000005,0.023225,0.00023500000000000002,0.086261,0.0,0.000618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,mvc-1200012117,mvc-12117,mvc-5816,Mg0 –0.5CoO2,intercalation,Pmnb,2.95,260,1445,768,4271,0.03,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.810187684993394,0.0,0.0,0.0,0.0,0.0,0.0,67.62037536998679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.47626462780731,16.238132313903655,0.0,0.0,0.0,0.0,0.0,64.95252925561462,0.0,318.235,228.728,333.032,222.873,-166.31303385,-5.939751208928572,246.3337484062167,-1.7955690210714284,28,1.9705,5.559151499904339,0.0,5.559151499904339,-136.29871955,-5.679113314583333,236.6150721946684,-1.1116232554166647,24,0.3537000000000001,5.105207416655419,1.0000000125,5.105207416655419,1.4999999999999999e-05,0.050426,0.042601,0.095536,0.384378,0.28022199999999997,0.48306899999999997,0.37472300000000003,0.060898,0.264687,0.29749899999999996,0.21250700000000003,0.24024299999999998,0.22455,0.17090999999999998,0.208852,0.187533,0.25138,0.577541,0.333364,0.493832,0.43519399999999997,0.365269,0.350549,0.14914000000000002,0.317475,0.100097,0.12492400000000001,0.175513,0.155462,0.085937,0.094432,0.10913699999999998,0.103448,0.07352,0.12016199999999999,0.002866,0.002107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,mvc-1200008280,mp-1043103,mp-1043619,Mg0 –1FeNiP2O9,intercalation,Pmcn,4.15,155,554,645,2297,0.18,0.08,11.611420381038918,0.0,0.0,0.0,0.0,0.0,0.0,5.805710190519459,0.0,0.0,5.805710190519459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.25139171467513,0.0,12.36722057020201,0.0,0.0,0.0,0.0,0.0,0.0,6.183610285101005,0.0,0.0,6.183610285101005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.183610285101005,0.0,0.0,0.0,0.0,0.0,55.65249256590904,0.0,2628.6040000000007,671.311,2796.1740000000004,630.285,-368.41715224,-6.5788777185714284,646.8712961484221,-2.3026655868239794,56,0.21689999999999987,3.5403013022082983,6.007113075,3.5403013022082983,-329.31504521,-6.3329816386538464,688.9768639385193,-1.8512404936950555,52,0.0,3.089627240134119,6.132588575,3.089627240134119,0.043533999999999996,0.040673,0.021624,0.054519000000000005,0.190327,0.180055,0.23030599999999998,0.164162,0.10966500000000001,0.18617,0.10503399999999999,0.20893499999999998,0.231147,0.15488,0.172749,0.177536,0.236975,0.24578200000000003,0.317236,0.21601599999999999,0.130449,0.24861799999999998,0.178476,0.156302,0.14954800000000001,0.167179,0.32967399999999997,0.21574400000000002,0.147378,0.26081,0.207159,0.203906,0.181387,0.14766300000000002,0.177722,0.13491,0.196553,0.19480799999999998,0.11675999999999999,0.113593,0.11704500000000001,0.124704,0.15675899999999998,0.17893599999999998,0.10613099999999999,0.090894,0.100301,0.091791,0.021195,0.02588,0.016392,0.006249,0.0072180000000000005,0.00868,0.001253,0.000602,3e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,mvc-1200010447,mp-1041375,mvc-10961,Mg0 –1V4O9,intercalation,P4/n,2.83,144,518,408,1469,0.13,0.09,0.0,0.0,0.0,0.0,22.08787442296599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.697717451673476,0.0,0.0,0.0,0.0,0.0,23.26213273557544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.81553318389386,0.0,0.0,0.0,0.0,0.0,52.33979865504472,0.0,551.7909999999998,353.135,578.345,339.13,-208.78503398,-7.456608356428572,343.9065579642822,None,28,2.3925,3.593007693125708,3.99954285,3.593007693125708,-194.35301762,-7.475116062307693,362.1896723426658,-2.266066549326923,26,0.0,3.188771502725138,2.0000003,3.188771502725138,0.04383,0.056455,0.024131,0.0902,0.164963,0.167949,0.40120500000000003,0.407853,0.6238100000000001,0.389463,0.17332,0.353437,0.174757,0.33524299999999996,0.489313,0.39632399999999995,0.16683399999999998,0.286505,0.433946,0.544458,0.43523,0.350393,0.446176,0.246292,0.098889,0.040983,0.052461,0.101105,6.3e-05,0.001266,0.004608,0.119932,0.173174,0.11043800000000001,0.090561,0.001703,0.002728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,mvc-1200001904,mvc-10961,mp-1045643,Mg0 –2Ti9O13,intercalation,C2/m,0.72,156,746,113,540,0.14,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.7871654750305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.69257235282183,0.0,0.0,0.0,0.0,0.0,22.08787442296599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.697717451673476,0.0,242.847,241.008,551.7909999999998,353.135,-194.35301762,-7.475116062307693,362.1896723426658,-2.266066549326923,26,0.0,3.188771502725138,2.0000003,3.188771502725138,-195.18239301,-8.871926955,251.48680764559296,-3.1398251766477276,22,0.0,4.217892692245943,0.0275093,4.217892692245943,0.129395,0.04383,0.12979200000000002,0.024131,0.070224,0.164963,0.209998,0.40120500000000003,0.446209,0.6238100000000001,0.145377,0.17332,0.115122,0.174757,0.039372000000000004,0.489313,0.158902,0.16683399999999998,0.12046,0.433946,0.113523,0.43523,0.118671,0.446176,0.193269,0.098889,0.199953,0.052461,0.15674100000000002,6.3e-05,0.062185000000000004,0.004608,0.149312,0.173174,0.042707999999999996,0.090561,0.11316500000000002,0.002728,0.145648,0.0,0.06704700000000001,0.0,0.179715,0.0,0.114436,0.0,0.090895,0.0,0.221498,0.0,0.23762800000000003,0.0,0.11123699999999999,0.0,0.082213,0.0,0.034707,0.0,0.000598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,mvc-1200012394,mvc-12394,mvc-12466,Mg0 –0.5TiO2,intercalation,Pnmm,0.96,291,1161,279,1114,0.15,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.138122687238894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.276245374477796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.082389908128082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.041194954064041,0.0,0.0,0.0,0.0,0.0,52.164779816256164,0.0,461.677,323.472,497.655,299.3590000000001,-225.79047733,-8.063945618928571,306.7203591457297,-3.1594397129761895,28,0.0,3.9853886444318696,0.452761925,3.9853886444318696,-211.73948713,-8.822478630416667,331.42593993978494,-3.367944233472221,24,2.6518,3.2012045619585976,4.725e-06,3.2012045619585976,0.109614,0.333127,0.020816,0.202265,0.34397,0.011675,0.22678800000000002,0.672416,0.628554,0.41383000000000003,0.093718,0.09017,0.22168000000000002,0.083001,0.069219,0.165356,0.179929,0.45646099999999995,0.018626,0.407335,0.6988,0.18046199999999998,0.38512199999999996,0.106422,0.04004,0.06504,0.012916,0.289769,0.501472,0.296537,0.214863,0.044815,0.04785,0.040727,0.11369100000000001,0.134001,0.07223500000000001,0.006589,9.7e-05,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
