Battid,Discharged_ID,Charged_ID,Reduced_Cell_Formula,Type,Spacegroup,Average_Voltage,Capacity_Grav,Capacity_Vol,Specific_E_Wh/kg,E Density Wh/l,Stability Charge,Stability Discharge,Co_vol,Cl_vol,H_vol,Zr_vol,U_vol,Pr_vol,Sr_vol,Cs_vol,V_vol,Ta_vol,Ga_vol,Re_vol,Se_vol,Bi_vol,Nb_vol,C_vol,Ge_vol,P_vol,As_vol,Mn_vol,Fe_vol,Y_vol,O_vol,Ca_vol,Rb_vol,Zn_vol,Sc_vol,Pt_vol,La_vol,Sb_vol,Ti_vol,Au_vol,K_vol,Ni_vol,Mg_vol,Al_vol,Mo_vol,Na_vol,Te_vol,In_vol,Sn_vol,Pd_vol,Tl_vol,F_vol,Ba_vol,Cr_vol,S_vol,Cu_vol,B_vol,Li_vol,Si_vol,Nd_vol,W_vol,Co_vol_dis,Cl_vol_dis,H_vol_dis,Zr_vol_dis,U_vol_dis,Pr_vol_dis,Sr_vol_dis,Cs_vol_dis,V_vol_dis,Ta_vol_dis,Ga_vol_dis,Re_vol_dis,Se_vol_dis,Bi_vol_dis,Nb_vol_dis,C_vol_dis,Ge_vol_dis,P_vol_dis,As_vol_dis,Mn_vol_dis,Fe_vol_dis,Y_vol_dis,O_vol_dis,Ca_vol_dis,Rb_vol_dis,Zn_vol_dis,Sc_vol_dis,Pt_vol_dis,La_vol_dis,Sb_vol_dis,Ti_vol_dis,Au_vol_dis,K_vol_dis,Ni_vol_dis,Mg_vol_dis,Al_vol_dis,Mo_vol_dis,Na_vol_dis,Te_vol_dis,In_vol_dis,Sn_vol_dis,Pd_vol_dis,Tl_vol_dis,F_vol_dis,Ba_vol_dis,Cr_vol_dis,S_vol_dis,Cu_vol_dis,B_vol_dis,Li_vol_dis,Si_vol_dis,Nd_vol_dis,W_vol_dis
mp-300697664,mp-697664,mp-26840,Cr4(PO4)3,intercalation,C2/c,2.233884984999997,53.620178278352725,178.8572131962459,119.78131114903515,399.54644301803705,0.030492991447365725,0.04129612074999933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.610072913970589,0.0,0.0,0.0,0.0,50.440291655882355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.813430551960785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.056460846557544,0.0,0.0,0.0,0.0,48.225843386230174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.07528112874339,0.0,0.0,0.0,4.018820282185848,0.0,0.0,0.0
mp-300585408,mp-585408,mp-554917,Sn2(PO4)3,intercalation,R-3,2.2877547674999983,98.68777574920635,308.36288264479697,225.7734294642176,705.4586548906767,0.0,0.04848905195833453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.421375354276432,0.0,0.0,0.0,0.0,49.685501417105726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.280916902850954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.140458451425477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.39310899096757,0.0,0.0,0.0,0.0,41.57243596387028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.928739327311712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.39310899096757,0.0,0.0,0.0
mp-300032425,mp-26127,mp-18835,VPO4,intercalation,Cmcm,2.2508587650000047,175.34056385098202,598.8945688917582,394.6668450040257,1348.0270897009132,0.0,0.009228029307359442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.73636409148203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.73636409148203,0.0,0.0,0.0,0.0,58.94545636592812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.45682177051647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.45682177051647,0.0,0.0,0.0,0.0,53.82728708206588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.45682177051647,0.0,0.0,0.0
mp-300704600,mp-704600,mp-19383,Ti4Mn(PO4)6,intercalation,R-3,2.264634050000006,32.55866041200339,97.30528738624264,73.73345099141008,220.3608670599212,0.0,0.003311655512064249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.091127998822737,0.0,2.181854666470456,0.0,0.0,52.36451199529095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.727418665881824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.118368183988764,0.0,2.1863946973314605,0.0,0.0,52.473472735955056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.745578789325842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1863946973314605,0.0,0.0,0.0
mp-300777213,mp-776398,mp-771885,Fe5Sb(PO4)6,intercalation,P1,2.2097815749999885,107.3586823387955,373.1622240214104,237.23923814854686,824.6070071285304,0.0191715989236112,0.12478686200000055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.197379133145278,0.0,0.0,10.997815944287732,0.0,52.78951653258111,0.0,0.0,0.0,0.0,0.0,0.0,2.1995631888575464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.577115742019457,0.0,0.0,10.480929785016214,0.0,50.308462968077826,0.0,0.0,0.0,0.0,0.0,0.0,2.0961859570032426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.38474382801297,0.0,0.0,0.0
mp-300771923,mp-769519,mp-774501,FeO4,intercalation,P4_2/nmc,2.2336804899999962,248.94774940658525,633.3343223851126,556.0697308788976,1414.6665195589942,0.08426065355263113,0.02925954626016214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.15248940795224,0.0,40.60995763180896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.68620233578508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.837591451117465,0.0,39.35036580446986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.64735511836669,0.0,0.0,0.0
mp-300775115,mp-755668,mp-850215,TiMnO4,intercalation,Imma,2.2912093999999934,148.33292751512002,558.8916839295553,339.86179785216063,1280.5378798012225,0.032252839689848045,0.07170721687500059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.048697399804402,0.0,0.0,52.19478959921761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.048697399804402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.048697399804402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.557979601620241,0.0,0.0,50.231918406480965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.557979601620241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.115959203240482,0.0,0.0,0.0
mp-300763955,mp-763955,mp-755379,MnV3O8,intercalation,C2/m,2.2205317800000026,147.45463080829012,583.9887918755085,327.4276938179757,1296.7656715233736,0.03248129303571545,0.034192287031249435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.638975002347657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.546325000782552,0.0,0.0,52.37060000626042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.092650001565104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.682846104591132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.560948701530378,0.0,0.0,52.48758961224302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.24379480612151,0.0,0.0,0.0
mp-300764183,mp-761082,mp-774951,MnCr3O8,intercalation,P4_32_12,2.2089954541666668,215.20003898449073,843.936544303741,475.37590785322953,1864.2519899720896,0.0,0.056927102401962415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.886190768832759,0.0,0.0,55.089526150662074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.65857230649828,0.0,0.0,0.0,13.772381537665519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.320925391668609,0.0,0.0,50.56740313334887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.962776175005825,0.0,0.0,0.0,31.604626958343044,0.0,0.0,0.0
mp-300769874,mp-755702,mp-755748,TiVO4,intercalation,I-4m2,2.251524839999999,303.3762019047145,1200.7030931287813,683.0590544533197,2703.412839644284,0.10150467708333187,0.03551762861607166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.337926316472537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.351705265890146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.337926316472537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.489559233640437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.95823693456175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.489559233640437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.979118467280873,0.0,0.0,0.0
mp-300775407,mp-774498,mp-758964,Ti(FeO3)2,intercalation,C2/m,2.281003406666664,96.97456928261671,389.414638103348,221.19932289368117,888.2561161196028,0.06587290969696903,0.05483936625000041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.380796668725345,0.0,52.142390006176036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.690398334362673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.380796668725345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.499852735295157,0.0,52.49955820588548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.749926367647578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.24977910294274,0.0,0.0,0.0
mp-300776706,mp-776454,mp-771912,Cr2C4SO16,intercalation,C2,2.209900879999985,28.432067083534303,74.69877827107241,62.83205006812109,165.07689583616673,0.07009243259259268,0.07619412376893919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.302624372933591,0.0,0.0,0.0,0.0,0.0,0.0,53.210497491734365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.651312186466796,3.325656093233398,0.0,0.0,13.302624372933591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.42751392825974,0.0,0.0,0.0,0.0,0.0,0.0,53.71005571303896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.71375696412987,3.356878482064935,0.0,0.0,15.105953169292208,0.0,0.0,0.0
mp-300761164,mp-761164,mp-18687,NbF5,intercalation,C2/m,2.276874287500001,137.5567924152269,449.9345339201065,313.1995237212053,1024.4443713409876,0.0,0.039485013202380514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.079311829871479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.396559149357394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.109774150343931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.548870751719654,0.0,0.0,0.0,0.0,0.0,10.109774150343931,0.0,0.0,0.0
mp-300774712,mp-774712,mp-558139,CuS,intercalation,P6_3/mmc,2.2193844500000006,261.34529165574725,999.1326519502992,580.0256763814804,2217.459471225757,0.2734344641666677,0.04941259249999952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.53097244106701,33.53097244106701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.44994481629481,22.44994481629481,0.0,22.44994481629481,0.0,0.0,0.0
mp-300765547,mp-759168,mp-759885,V(OF)2,intercalation,P2/c,2.286342490000004,189.0622335895777,610.5383394117863,432.2610179101575,1395.899747171211,0.08890898500000066,0.1018310806249998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.81286294210104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.62572588420208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.62572588420208,0.0,0.0,0.0,0.0,0.0,27.62572588420208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.71845069948599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.43690139897198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.43690139897198,0.0,0.0,0.0,0.0,0.0,41.15535209845797,0.0,0.0,0.0
mp-300849673,mp-756239,mp-758530,CrO6,intercalation,P1,2.242974534999996,129.48138976999093,341.3886088614407,290.4234600104986,765.7259562152852,0.07183848172413754,0.03562129133333425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.91342675035712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.985571125059519,0.0,0.0,0.0,59.891783437946394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.83541833430387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9725697223839775,0.0,0.0,0.0,63.78055777907182,0.0,0.0,0.0
mp-300571612,mp-571612,mp-30295,W6CCl18,intercalation,P6_3/m,2.260926894999977,15.226854430221426,69.15905036796198,34.42680470753717,156.36355700958327,0.0,0.009547720213676673,0.0,25.61050068999215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4228055938884527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.536833563330717,0.0,27.971364465962814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5539646925534896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5539646925534896,0.0,0.0,9.323788155320937
mp-300762545,mp-758421,mp-758507,FeSiO4,intercalation,Pca2_1,2.376933432499997,165.6354105824061,476.2672148362397,393.70434501918487,1132.0554657479167,0.023392886964284543,0.05554742046875028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.202493803839264,0.0,44.809975215357056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.202493803839264,11.202493803839264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.701454576640014,0.0,42.805818306560056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.402909153280028,10.701454576640014,0.0,0.0
mp-300767611,mp-766004,mp-753587,V(CO3)2,intercalation,P2_1,2.3240126649999917,144.99726170439288,354.6851829571185,336.97547259132733,824.2928572801828,0.08180466349999982,0.09797576085227266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.92501149425372,0.0,0.0,0.0,0.0,0.0,0.0,19.85002298850744,0.0,0.0,0.0,0.0,0.0,0.0,59.55006896552232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.92501149425372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.969575180034084,0.0,0.0,0.0,0.0,0.0,0.0,15.939150360068169,0.0,0.0,0.0,0.0,0.0,0.0,47.817451080204506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.939150360068169,0.0,0.0,0.0
mp-300761576,mp-757262,mp-775212,MnV2(PO4)3,intercalation,C2,2.3937026224999958,117.64914234482632,371.1313642164061,281.617060565686,888.3781198168118,0.005245353333332758,0.059901717197369926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.775334388265934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.163001582398902,0.0,4.387667194132967,0.0,0.0,52.65200632959561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.339111558400942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.508667337601414,0.0,4.169555779200471,0.0,0.0,50.03466935040566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.339111558400942,0.0,0.0,0.0
mp-300764279,mp-759964,mp-755560,MnV3O8,intercalation,R-3m,2.3107480199999992,75.16244981169747,297.227083378465,173.6814820807293,686.8168944071627,0.07331710375,0.09534144233333386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.295052390165345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.765017463388449,0.0,0.0,54.12013970710759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.530034926776898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.035572674147947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.678524224715982,0.0,0.0,53.42819379772786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.035572674147947,0.0,0.0,0.0
mp-300849541,mp-849541,mp-759752,V2F7,intercalation,Pna2_1,2.3571674075000084,107.74299703738018,349.98225935296165,253.96828100288246,824.9667749500162,0.082471034000001,0.0922612833333325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.94035035415982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.291226239559364,0.0,0.0,0.0,0.0,0.0,8.47017517707991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.72780630043308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.047322051515785,0.0,0.0,0.0,0.0,0.0,15.72780630043308,0.0,0.0,0.0
mp-300764698,mp-752764,mp-559931,VF3,intercalation,R3c,2.365865035,233.3044630085504,760.995600067868,551.9668715413801,1800.4128819894124,0.0,0.018740940000000702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.129021904624064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.38706571387219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.099140132812547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.29742039843764,0.0,0.0,0.0,0.0,0.0,17.099140132812547,0.0,0.0,0.0
